"name","founded_on","num_funding_rounds","last_equity_funding_type","last_funding_at","headquartersCountry","employeeCount","Advertising","Agriculture.and.Farming","Clothing.and.Apparel","Commerce.and.Shopping","Community.and.Lifestyle","Computer.Hardware","Consumer.Electronics","Consumer.Goods","Content.and.Publishing","Data.and.Analytics","Design","Education","Energy","Environment.and.Sustainability","Events","Financial.Services","Food.and.Beverage","Gaming","Government.and.Military","Health.Care","HumanResources","Legal","Life.Sciences","Logistics","Manufacturing","Media.and.Entertainment","Messaging.and.Telecommunications","Music.and.Audio","Natural.Resources","Navigation.and.Mapping","Payments","Privacy.and.Security","Professional.Services","Real.Estate.and.Construction","Sales.and.Marketing","Software_x","Sports","Transportation","Travel.and.Tourism","Video","AR.and.VR","Artificial.Intelligence","Biotechnology","BlockChain","Hardware","Science.and.Engineering","Software_y","Sustainability","Round.1","Round.2","Round.3","Round.4","Round.5","short_description","success","days_since_founding"
"RatioX",349,6,9,279,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20816,56002,10091,99979,41096,"RatioX develops automatic, low maintenance, and lightweight bicycle transmissions.",0,923
"Raybaby",1,6,9,667,83,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,159514,1e+05,1e+06,1300000,750000,"Provider of smart devices to monitor baby's vital signs and breathing",0,2132
"Raydiant",202,7,17,833,83,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,7e+06,1.3e+07,2.5e+07,5e+06,20234358,"Raydiant offers cloud-based digital signage technology to retail businesses and restaurants.",0,1976
"Raydiant Oximetry",1,9,10,666,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2e+05,993000,1e+06,225000,5600000,"Raydiant Oximetry is a medical device company focused on improving outcomes for mothers and babies during childbirth.",0,2131
"RAYLYTIC",202,6,17,315,22,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,952353,81868,71881,578066,719373,"Raylytic develops the only fully integrated platform for automated medical image analysis and clinical data extraction.",0,1241
"RCE Technologies",488,5,7,1013,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,180000,180000,430000,1345000,1345000,"RCE Technologies is an AI med-tech company that detects the early stages of heart attacks.",0,1659
"rct AI",395,5,10,667,83,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1500000,1728945,150000,1e+07,2500000,"Providing AI solutions to the game industry",0,1401
"React4life",190,9,9,760,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8888,17413,239823,464808,83304,"React4life Srl is an innovative start-up, working in the biotech scenario. We provide multi organs on device - MOOD",0,1911
"ReadCoor",140,4,11,242,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23000018,2500000,2608695,3e+07,2.7e+07,"Fluorescent in situ RNA sequencing technology",1,1226
"READY Robotics",1,4,17,838,83,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1758648,3750000,1.5e+07,2.3e+07,2.3e+07,"Developer of collaborative robots and an operating system to control the same",0,2348
"Real Grader",412,6,9,786,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+05,222000,50000,25000,3e+05,"Real Grader is an advertising agency that offers a full range of branding, social media, and digital marketing services.",0,1520
"Real Handful",1,3,17,535,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113430,542609,413433,324947,351153,"Brand of nut bars",0,1960
"RealBlocks",202,4,10,397,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120000,120000,3700000,3100000,5e+05,"Real Estate investment platform",1,1398
"RealEats",1,3,10,662,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1e+06,2820000,3e+06,16300000,16300000,"RealEats is a food tech company that offers a premium meal prep delivery service.",0,2125
"Reali",118,7,11,605,83,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2e+06,1249979,1049978,3026000,5026653,"Online brokers of residential properties",1,1843
"ReAlta Life Sciences",395,5,10,552,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4847346,1500000,21200000,1.4e+07,22500000,"ReAlta Life Sciences is a biopharmaceutical company dedicated to addressing life-threatening medical needs through beneficial inhibition.",0,1254
"Realtime Robotics",42,7,17,910,83,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2e+06,225000,7648177,11700000,2e+06,"Realtime Robotics is a developer of a specialized processor for generating safe robot motion plans in micro-seconds.",0,2372
"RealWear",1,6,12,834,83,56,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,615384,17073123,19300000,6e+06,5e+06,"Provider of wearable heads-up display for industrial workers",0,2343
"realxdata",187,3,10,221,22,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,840963,1750271,2322400,5508090,3856460,"SaaS-driven data and analytical solution for commercial real estate industry",1,1095
"Rebel",1,9,11,223,10,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5240113,4386892,20000,1e+05,42364282,"Alternative Online Lending, FinTech, online credit, Personal financial management",0,1432
"Rebellyous Foods",202,10,17,1032,83,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3892353,3e+06,1500000,120000,1125000,"Rebellyous Foods is a food manufacturing technology and production company.",0,2230
"Rebric",88,7,17,657,83,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50000,50000,88000,120000,1700000,"Automate your sanctions list compliance.",0,1974
"Rec Room",51,7,17,704,83,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5e+06,9e+06,1.5e+07,2e+07,1e+08,"Provider of tools to create & play games",0,2089
"Recalm",202,5,2,399,22,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,147639,177869,56605,614253,1746269,"Recalm is a technology company that develops innovative acoustic devices for active noise reduction in vehicle cabins.",0,1400
"Recess",34,3,10,961,83,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1100000,150000,3700000,5300000,5e+06,"Recess is a consumer wellness brand creating products and experiences designed to help people feel balanced, centered, and inspired.",0,2452
"Reconstruct",1,5,11,573,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,850000,490000,1550000,1592327,224996,"SaaS-driven visual analytics platform for the AEC industry",0,2015
"RecovHub",299,9,2,873,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1e+05,10000,1e+05,55000,50000,"SaaS, B2B, B2C, Cloud, CRM, Lead Generation, Healthcare, Information Systems, Search Engine",0,1855
"Recruit N Refer",202,9,9,1002,13,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,554324,160000,10000,42065,50000,"Recruit N Refer is a recruitment platform specializing in connecting companies with vetted recruiters to find quality candidates.",0,2191
"Red Sea Farms",395,6,17,803,72,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48000,1300000,3e+06,1e+07,6e+06,"Red Sea Farms is growing and selling sweet tomatoes based on green-house farming in a coastal desert climate.",0,1575
"RedRoute",202,4,9,748,83,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1300000,5e+05,1400000,7372627,6500000,"SaaS-driven automated call dispatch technology for taxis",0,1867
"Redwood Materials",202,6,3,1032,83,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2e+06,4e+07,4e+07,7e+08,5e+07,"Provider of lithium ion batteries recycling solution",0,2230
"Refeyn",395,2,10,405,32,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,132000,160000,3400000,84300,2.4e+07,"Refeyn is specialising in label-free single molecule imaging and mass measurement.",0,1045
"Reframe App",395,5,17,787,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1400000,125000,3400000,12500000,1e+07,"Helping people manage cravings & prevent relapses in addiction recovery.",0,1552
"Reggora",1,5,11,445,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,875000,770000,4030358,3e+06,1e+07,"Reggora is a cloud-based, two-sided appraisal platform.",0,1838
"Regrow Ag",182,7,11,828,83,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30823,1149661,1177650,3e+06,3218446,"Regrow combines agronomy and scenario planning with monitoring, reporting, and verification.",0,2018
"Reibus International",429,6,17,984,83,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6e+05,3250000,2800000,2800000,2e+07,"Reibus International develops a B2B e-commerce platform for the industrial metals market.",0,1743
"Relativity6",1,6,9,789,83,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,490000,130000,50000,1500000,5250000,"Machine learning-based customer engagement solution for insurance industry",0,2286
"Relay Therapeutics",1,5,6,913,83,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.7e+07,6.3e+07,4e+08,3.5e+08,3e+08,"Developer of drug discovery platform and study protein motion",1,2446
"Releaf",202,8,9,1047,59,31,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,180000,1300000,1300000,2700000,1500000,"Releaf uses pre-processing technology to increase the quality of inputs supplied to African food factories, starting in sustainable oil palm",0,2249
"Remarkable Tech",1,5,9,51,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6678,20035,19810,26947,6706,"The private social network and photo-sharing app for celebrating later life and digitising family history",0,891
"Remote",202,4,12,789,83,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.1e+07,3.5e+07,1.5e+08,310053021,3e+08,"Remote offers international payroll, benefits, and compliance services for distributed employees and contractors.",0,1920
"Remote Waters",474,8,9,939,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40000,80000,15000,30000,150000,"We provide water purification systems with low O&M and fast installation for remote communities with limited access to potable water.",0,1597
"Renal Tracker",198,7,9,374,60,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88257,144221,284191,56457,22625,"RenalTracker is a personalized kidney patient education and training program in-between doctor's visits",0,1362
"Renalytix AI",395,6,6,1031,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.9e+07,17412393,21200000,8800000,1e+07,"RenalytixAI is a developer of artificial intelligence (AI) enabled clinical diagnostic solutions for kidney disease.",1,1864
"Renerva",202,4,9,757,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,617305,2400000,224999,5e+05,996171,"Renerva is a rapidly-growing and innovative medical device company.",0,1880
"Renewal Mill",1,4,9,497,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120000,2500000,1700000,2e+05,116427,"Renewal Mill is a next generation ingredients company that upcycles byproducts from food manufacturing into high-quality ingredients.",0,1910
"RenoRun",21,4,11,739,13,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1e+06,3e+06,3e+06,17117700,1.42e+08,"RenoRun is building the world's largest single source platform for general contractors to purchase materials.",0,2192
"Renovia",118,5,12,516,83,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8032767,32300000,1e+07,5e+06,17157081,"Developer of e-stimulation device and tools for the strengthening of pelvic floor muscles",0,1722
"Rentle",395,5,9,920,30,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35075,58397,280743,912864,969156,"Creating modern consumer experiences  by remodelling the recreational rental industry.",0,1722
"Rentmania",175,4,9,179,30,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3e+05,236779,5e+05,58397,150000,"Online P2P rental marketplace for consumer goods",0,1034
"RentRedi",187,5,10,796,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48000,58000,1400000,1125000,2500000,"RentRedi is modern, end-to-end landlord software that streamlines self-management of rental properties to make financial freedom attainable.",0,1959
"RentSpree",36,4,11,902,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120000,65000,2300000,8e+06,9595063,"Listing platform for university and residential housing in LA",0,2372
"RENTUU",341,4,9,821,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,781088,1106257,1858500,624741,3186840,"B2B online marketplace for equipment to hire. ",0,1714
"Repeat App",488,5,18,809,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2500000,350000,1400000,1700000,930000,"Repeat App is a smart loyalty platform for restaurants.",0,1400
"Replate",21,5,9,302,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50000,3e+05,250000,4e+05,1500000,"Replate provides tech and logistics to match surplus food from businesses with communities in need to reduce food waste and end hunger.",0,1554
"Reply.ai",92,4,9,68,83,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2e+05,1200000,1400000,2300000,3711683,"Chat Bot building platform",1,822
"Repohappy",63,5,17,315,46,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,266185,168405,464713,1188677,2511692,"Repohappy is a food and beverage media that receives invitations from popular stores.",0,1498
"RePurpose Energy",395,8,9,882,83,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80000,150000,650000,3e+06,256000,"RePurpose Energy gives electric vehicle batteries a ""second life"" in lower-cost, more sustainable solar energy storage systems",0,1673
"REPX",1,5,6,517,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1124210,1307736,596133,1391263,3609752,"Committed to building a global Reputation Marketplace through the marketing and sale of innovative retail and financial products",1,1936
"Resilia",4,7,11,950,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4e+05,2e+06,8e+06,1200000,3.5e+07,"Resilia provides existing organizations with on-demand tools that optimize operations and increase effectiveness.",0,2487
"Resistell AG",395,9,11,992,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10699,10798,20303,39678,100290,"Resistell is a antibiotic resistance test.",0,1814
"Resonado Labs",282,7,9,582,83,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,147000,995000,1100000,5e+05,210000,"Creates and licenses audio transducer technology that enables businesses to make products with innovative design enhanced sound performance.",0,1518
"Resonea",1,5,17,734,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3997000,250000,30000,2371616,3e+06,"Resonea develops sleep health and wellness tools to accelerate the diagnosis of sleep disorders, as well as benefit general sleep health.",0,2217
"Respira Labs",488,15,7,988,83,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25000,25000,10000,20000,225000,"Respira Labs is building an AI-powered sensor platform to track, predict and prevent chronic lung disease",0,1627
"restor3d",202,5,17,772,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,385000,650000,385000,650000,4933570,"Developer of 3D printing technology to reconstruct human bodies",0,1899
"Retail Aware",1,8,9,688,83,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,307000,50000,450000,5e+05,1e+06,"In-store Shopper Behavior Data",0,2161
"Retinai",195,6,9,147,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9934,20723,101073,302784,2322340,"AI-based solutions for the diagnosis of retinal diseases",0,907
"Retool",202,5,12,879,83,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,150000,1e+06,2.5e+07,2e+07,5e+07,"Low code development platform for building internal tools",0,2034
"Retrolux",71,4,9,250,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,251000,6e+05,25214,1e+06,1e+05,"Energy-efficient software solution provider",0,1367
"Reveal Pharmaceuticals",1,8,1,365,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50000,665000,160000,7e+05,3e+05,"Reveal Pharmaceuticals is the gadolinium free MRI contrast agent.",0,1699
"RevenueCat",383,4,11,545,83,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150000,120000,1525000,15704980,4e+07,"RevenueCat is an in-app subscription platform that makes it easy to build and manage app subscriptions.",0,1273
"RevenYOU - BOTS",427,5,10,705,60,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,695031,2036302,2919891,4005162,15345842,"RevenYOU gives the world access to automated trading strategies via the app called BOTS",0,1393
"Revix",550,6,9,714,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5e+05,2100000,1600000,1800000,4e+06,"Digital Asset Investment Platform",0,1127
"RevLifter",295,6,17,777,32,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,423000,659911,2862880,1878195,10649000,"AI-based solution to optimize conversion rate and rewards management software",0,1740
"Reynen Court",412,5,17,766,60,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6999000,3e+06,9999999,4500000,4340706,"Reynen Court enables law firms and corporate legal departments to speed their adoption of AI and other new technologies.",0,1496
"Rezolve Limited",36,1,17,489,32,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,361467,1193106,1598990,6607278,596019,"Shoppable media solution for online businesses",0,1841
"Rezzil",240,4,9,478,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,341783,632227,738201,661622,2748940,"Rezzil is a platform for elite football player development and rehabilitation.",0,1457
"Rgand",302,5,9,410,83,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,550000,2150000,1200000,3e+06,7280000,"Global e-commerce direct-trade wholesale marketplace for foodservice industry",0,1240
"Rgenta Therapeutics",395,5,10,975,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10034915,2e+07,1.8e+07,8914283,5.2e+07,"Rgenta Therapeutics develops a pipeline of oral, small-molecule RNA-targeting medicines with an initial focus on oncology.",0,1793
"Rhaeos",467,6,10,1037,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,250000,350000,1190256,978557,4e+06,"Medical Device",0,1739
